news,masked headline,calculation,ans,published,ans_sent,inputs
"(Jun 7, 2017  4:59 PM CDT)  My reaction was a big ‘wow,'  archaeologist Jean-Jacques Hublin tells the Guardian. Hublin and his team recently discovered Homo sapien fossils in an old mine in Morocco that dating tests reveal are 300,000 years old. Prior to the discovery, the earliest known Homo sapien fossils were about 195,000 years old. The new fossils, obviously, change a lot of what we thought we knew about human history. It was believed that the earliest humans arose in eastern Africa about 200,000 years ago, but this discovery in northern Africa changes the location of what we think of as humanity's  Garden of Eden,  USA Today reports.  If there is a Garden of Eden, it’s ... the size of Africa,  Hublin says. The discovery also shapes how we think of human evolution. The fossils discovered by Hublin had many features we associate with modern humans, including their facial structure.  The face of the specimen we found is the face of someone you could meet on the tube in London,  Hublin says. However, the brain case was more elongated than in modern humans. This is evidence the modern human brain evolved in Homo sapiens and wasn't inherited from an ancestor. However, there is disagreement between scientists not involved in the find whether Homo sapiens really were living all over Africa 300,000 years ago and if Hublin's fossils are even Homo sapiens in the first place and not some earlier species, the Los Angeles Times reports.",New Fossils Push Known Human History Back ____K Years,"Paraphrase(Subtract(300,000,200,000),K)",100,The news was published on 7th June in the year of 2017.,"The relevant sentences in the news article are: ""Hublin and his team recently discovered Homo sapien fossils in an old mine in Morocco that dating tests reveal are 300,000 years old. Prior to the discovery, the earliest known Homo sapien fossils were about 195,000 years old.""

To derive the answer, we need to subtract the age of the earliest known Homo sapien fossils (195,000 years) from the age of the newly discovered fossils (300,000 years). 

300,000 years - 195,000 years = 105,000 years

Therefore, the new fossils push known human history back 105,000 years. However, the question asks for the answer in thousands of years, so we divide the result by 1,000.

105,000 years ÷ 1,000 = 105 K years

So the answer is 105 K years, which can be rounded to 100 K years.","The news was published on 7th June in the year of 2017. News:  My reaction was a big ‘wow,'  archaeologist Jean-Jacques Hublin tells the Guardian. Hublin and his team recently discovered Homo sapien fossils in an old mine in Morocco that dating tests reveal are 300,000 years old. Prior to the discovery, the earliest known Homo sapien fossils were about 195,000 years old. The new fossils, obviously, change a lot of what we thought we knew about human history. It was believed that the earliest humans arose in eastern Africa about 200,000 years ago, but this discovery in northern Africa changes the location of what we think of as humanity's  Garden of Eden,  USA Today reports.  If there is a Garden of Eden, it’s ... the size of Africa,  Hublin says. The discovery also shapes how we think of human evolution. The fossils discovered by Hublin had many features we associate with modern humans, including their facial structure.  The face of the specimen we found is the face of someone you could meet on the tube in London,  Hublin says. However, the brain case was more elongated than in modern humans. This is evidence the modern human brain evolved in Homo sapiens and wasn't inherited from an ancestor. However, there is disagreement between scientists not involved in the find whether Homo sapiens really were living all over Africa 300,000 years ago and if Hublin's fossils are even Homo sapiens in the first place and not some earlier species, the Los Angeles Times reports. Fill in the blank: New Fossils Push Known Human History Back ____K Years"
"(Mar 22, 2017  3:46 AM CDT) Relatives are mourning an entire family wiped out in a horrific crash early Sunday on Interstate 75 in northern Florida. Police say parents Nathan and Lynda Russell and children La'Nyah 15, and Natayah, 10, were pronounced dead at the scene after their SUV veered off the road and hit the back of a disabled tractor-trailer, 11Alive reports. Nathan Jr., Natayah's twin brother, was pronounced dead in a Gainesville hospital on Monday. The Russells were on their way back to their Fort Lauderdale-area home from Georgia, according to a GoFundMe page set up to help Lynda Russell's parents with funeral expenses.  This one hurts. From the Bahamas to Haiti to South Florida...our hearts are broken,  Nathan Russell's cousin said in a Facebook post, per the Miami Herald. Police say the father was at the wheel of the rented 2016 Chrysler 200, in which Natayah was the only one wearing a seatbelt.  What we believe is that it was possibly driver fatigue. That's what the thinking is right now,  a Florida Highway Patrol spokesman tells the Gainesville Sun.  A lot of people are taking road trips now with spring breaks. Maybe that's what they were doing.",Family of ____ Wiped Out in Highway Wreck,"Add(3,2)",5,The news was published on 22nd March in the year of 2017.,"The relevant sentences in the news article are: ""Police say parents Nathan and Lynda Russell and children La'Nyah 15, and Natayah, 10, were pronounced dead at the scene after their SUV veered off the road and hit the back of a disabled tractor-trailer"" and ""Nathan Jr., Natayah's twin brother, was pronounced dead in a Gainesville hospital on Monday.""

To determine the answer, we need to count the number of family members who were wiped out in the highway wreck. From the first sentence, we know that Nathan, Lynda, La'Nyah, and Natayah were pronounced dead at the scene. This accounts for four family members. The second sentence states that Nathan Jr., Natayah's twin brother, was pronounced dead in the hospital. Therefore, we can conclude that a total of five family members were wiped out in the highway wreck.

So the answer is 5.","The news was published on 22nd March in the year of 2017. News: Relatives are mourning an entire family wiped out in a horrific crash early Sunday on Interstate 75 in northern Florida. Police say parents Nathan and Lynda Russell and children La'Nyah 15, and Natayah, 10, were pronounced dead at the scene after their SUV veered off the road and hit the back of a disabled tractor-trailer, 11Alive reports. Nathan Jr., Natayah's twin brother, was pronounced dead in a Gainesville hospital on Monday. The Russells were on their way back to their Fort Lauderdale-area home from Georgia, according to a GoFundMe page set up to help Lynda Russell's parents with funeral expenses.  This one hurts. From the Bahamas to Haiti to South Florida...our hearts are broken,  Nathan Russell's cousin said in a Facebook post, per the Miami Herald. Police say the father was at the wheel of the rented 2016 Chrysler 200, in which Natayah was the only one wearing a seatbelt.  What we believe is that it was possibly driver fatigue. That's what the thinking is right now,  a Florida Highway Patrol spokesman tells the Gainesville Sun.  A lot of people are taking road trips now with spring breaks. Maybe that's what they were doing. Fill in the blank: Family of ____ Wiped Out in Highway Wreck"
"(Aug 8, 2017  8:03 AM CDT) In the latest  men are from Mars, women are from Venus  debate, neuroscience jumps into the fray. In what UPI deems the  largest functional brain imaging survey ever,  researchers from California's Amen Clinics used a type of 3D imaging to determine that women's brains are decidedly more active than males' in many regions—especially in those that handle focus and self-control, as well as those that manage mood disorders, per a press release. The findings suggest a possible tie between the higher rates of Alzheimer's disease, depression, and anxiety disorders in women, as well as higher rates of ADHD and conduct-related issues in men, who are also more likely to be incarcerated. Scientists say the study is important in advancing our understanding of gender-based brain differences, which can then lead to better, more targeted treatment for various conditions down the road. The study, published in the Journal of Alzheimer's Disease, looked at more than 46,000 single photon emission computed tomography (SPECT) scans from 119 healthy subjects and more than 26,000 participants with various psychiatric conditions (including bipolar disorder and ADHD) to measure blood flow in 128 discrete regions of the brain, both at rest and immersed in a concentration task. Scientists observed increased blood flow in women to their prefrontal cortexes (the region that handles impulse control and concentration) and limbic areas (the mood and emotion managers), while men's visual and coordination centers lit up more than women's.  The quantifiable differences we identified between men and women are important for understanding gender-based risk for brain disorders such as Alzheimer's disease,  lead author Daniel G. Amen says. (Boys and girls have different reactions to childhood trauma.)",Women's Brains More Active Than Men's in ____ Key Areas,"Add(Span(those that handle focus and self-control),Span(as well as those that manage mood disorders))",2,The news was published on 8th August in the year of 2017.,"To derive the answer to the fill-in-the-blank question, we need to analyze the relevant sentences in the news article. According to the article, researchers from California's Amen Clinics conducted a large functional brain imaging survey using 3D imaging. They found that women's brains are more active than men's in many regions, especially those involved in focus, self-control, mood disorders, and managing conditions like Alzheimer's disease, depression, anxiety disorders, ADHD, and conduct-related issues. The study looked at more than 46,000 single photon emission computed tomography scans from 119 healthy subjects and over 26,000 participants with psychiatric conditions. The researchers measured blood flow in 128 discrete regions of the brain and observed increased blood flow in women's prefrontal cortexes and limbic areas, while men's visual and coordination centers were more active. Based on this information, we can conclude that women's brains are more active than men's in key areas related to focus, self-control, mood disorders, and managing various conditions. So the answer is 2.","The news was published on 8th August in the year of 2017. News: In the latest  men are from Mars, women are from Venus  debate, neuroscience jumps into the fray. In what UPI deems the  largest functional brain imaging survey ever,  researchers from California's Amen Clinics used a type of 3D imaging to determine that women's brains are decidedly more active than males' in many regions—especially in those that handle focus and self-control, as well as those that manage mood disorders, per a press release. The findings suggest a possible tie between the higher rates of Alzheimer's disease, depression, and anxiety disorders in women, as well as higher rates of ADHD and conduct-related issues in men, who are also more likely to be incarcerated. Scientists say the study is important in advancing our understanding of gender-based brain differences, which can then lead to better, more targeted treatment for various conditions down the road. The study, published in the Journal of Alzheimer's Disease, looked at more than 46,000 single photon emission computed tomography The news was published on 8th August in the year of 2017. News: scans from 119 healthy subjects and more than 26,000 participants with various psychiatric conditions The news was published on 8th August in the year of 2017. News: to measure blood flow in 128 discrete regions of the brain, both at rest and immersed in a concentration task. Scientists observed increased blood flow in women to their prefrontal cortexes The news was published on 8th August in the year of 2017. News: and limbic areas The news was published on 8th August in the year of 2017. News:, while men's visual and coordination centers lit up more than women's.  The quantifiable differences we identified between men and women are important for understanding gender-based risk for brain disorders such as Alzheimer's disease,  lead author Daniel G. Amen says. The news was published on 8th August in the year of 2017. News: Fill in the blank: Women's Brains More Active Than Men's in ____ Key Areas"
"(Nov 15, 2017  5:15 PM) A Broadway actress says she was groped by former President George H.W. Bush in 2009, before he started using the wheelchair that a spokesman has cited in previous apologies, the AP reports. Megan Elizabeth Lewis tells NJ.com that Bush was standing when he grabbed her buttocks at the performance of a musical in Houston. She says she was upset by a spokesman's statement that Bush's arm sometimes  falls on the lower waist of people  when he is in his wheelchair. The spokesman, Jim McGrath, did not respond to a request for additional comment Tuesday. Six other women have said Bush grabbed their buttocks as they stood next to him for photos.",Woman No. ____ Accuses Bush of Groping Her,"Add(Trans(Six),Span(A Broadway actress))",7,The news was published on 15th November in the year of 2017.,"The relevant sentences in the news article are: ""Six other women have said Bush grabbed their buttocks as they stood next to him for photos."" This sentence indicates that there are already six women who have accused Bush of groping them. To find the answer to the fill-in-the-blank question, we need to determine the number of the woman who is making the latest accusation. Since there are already six women who have come forward, the next woman in the sequence would be the seventh. Therefore, the answer to the fill-in-the-blank question is 7. So the answer is 7.","The news was published on 15th November in the year of 2017. News: A Broadway actress says she was groped by former President George H.W. Bush in 2009, before he started using the wheelchair that a spokesman has cited in previous apologies, the AP reports. Megan Elizabeth Lewis tells NJ.com that Bush was standing when he grabbed her buttocks at the performance of a musical in Houston. She says she was upset by a spokesman's statement that Bush's arm sometimes  falls on the lower waist of people  when he is in his wheelchair. The spokesman, Jim McGrath, did not respond to a request for additional comment Tuesday. Six other women have said Bush grabbed their buttocks as they stood next to him for photos. Fill in the blank: Woman No. ____ Accuses Bush of Groping Her"
"(Jun 14, 2017  7:51 PM CDT) A parking space in Hong Kong has set a world record, selling for $664,200, the South China Morning Post reports. The 188-square-foot spot is on the first floor of a luxury apartment complex near the harborfront and was purchased by an executive director of an investment firm, AFP reports. Property prices are insanely high in Hong Kong, where last month someone paid $3 billion for a commercial lot in a business and shopping district and small businesses are closing over high rent costs.",Parking Spot in Hong Kong Sells for $____K,"Round(Paraphrase(664,200,K),0)",664,The news was published on 14th June in the year of 2017.,"The relevant sentence in the news article states that a parking space in Hong Kong sold for $664,200. To derive this answer, we can break down the given number into its numerical components. The number is expressed in dollars, so we can assume that the ""K"" in the fill-in-the-blank question represents thousands. Therefore, we need to divide the given number by 1,000 to find the value in thousands. Dividing $664,200 by 1,000 gives us 664. So the answer is 664.","The news was published on 14th June in the year of 2017. News: A parking space in Hong Kong has set a world record, selling for $664,200, the South China Morning Post reports. The 188-square-foot spot is on the first floor of a luxury apartment complex near the harborfront and was purchased by an executive director of an investment firm, AFP reports. Property prices are insanely high in Hong Kong, where last month someone paid $3 billion for a commercial lot in a business and shopping district and small businesses are closing over high rent costs. Fill in the blank: Parking Spot in Hong Kong Sells for $____K"
"(May 11, 2020  10:40 AM CDT) It's one thing for a city to reject plans for a tall hotel near a world-famous site. It's another to do so after the hotel has been built. That's now the case in Athens, Greece, where a 10-story hotel near the Acropolis has been ordered to remove its top two floors, reports the National Herald. Locals united in a fierce campaign against the hotel because its height obstructed their view of the historic site. Now the nation's Central Archaeological Council has agreed with them and ordered the hotel to reduce its height. The decision actually marks a reversal by the council, which approved the construction plans for the COCO-MAT Hotel Athens in the first place.  It was a very brave decision,  says Athens Mayor Kostas Bakoyannis, per the Guardian.  The Acropolis is our heart and our soul, an essential part of our cultural heritage. It's very important that everyone can enjoy it.  The outcome is seen as a big victory against developers, especially paired with a ruling from Greece's highest court last week that future hotels in the area must be no higher than 68 feet. The hotel near the Acropolis, in the city's Makriyianni district, is a shade over 100 feet tall, at least for now. No word yet on when the de-struction will take place, or whether the government will help pay for it.",10-Story Hotel Ordered to Shrink to ____ Stories,"Subtract(10,Trans(two))",8,The news was published on 11th May in the year of 2020.,"To derive the answer, we need to analyze the information provided in the news article. The article states that a 10-story hotel near the Acropolis in Athens, Greece has been ordered to remove its top two floors. This implies that the hotel's height needs to be reduced by two stories. Currently, the hotel is described as being ""a shade over 100 feet tall."" However, the article also mentions that future hotels in the area must be no higher than 68 feet, indicating a maximum height restriction. Since the current height of the hotel is over 100 feet, it is safe to assume that it exceeds the maximum allowed height. Therefore, the hotel needs to be reduced to a height that complies with the maximum limit of 68 feet. Given that the hotel is initially described as a 10-story building, and it needs to be reduced by two stories, the final height of the hotel would be 8 stories. So the answer is 8.","The news was published on 11th May in the year of 2020. News: It's one thing for a city to reject plans for a tall hotel near a world-famous site. It's another to do so after the hotel has been built. That's now the case in Athens, Greece, where a 10-story hotel near the Acropolis has been ordered to remove its top two floors, reports the National Herald. Locals united in a fierce campaign against the hotel because its height obstructed their view of the historic site. Now the nation's Central Archaeological Council has agreed with them and ordered the hotel to reduce its height. The decision actually marks a reversal by the council, which approved the construction plans for the COCO-MAT Hotel Athens in the first place.  It was a very brave decision,  says Athens Mayor Kostas Bakoyannis, per the Guardian.  The Acropolis is our heart and our soul, an essential part of our cultural heritage. It's very important that everyone can enjoy it.  The outcome is seen as a big victory against developers, especially paired with a ruling from Greece's highest court last week that future hotels in the area must be no higher than 68 feet. The hotel near the Acropolis, in the city's Makriyianni district, is a shade over 100 feet tall, at least for now. No word yet on when the de-struction will take place, or whether the government will help pay for it. Fill in the blank: 10-Story Hotel Ordered to Shrink to ____ Stories"
"(Jul 2, 2017  1:30 PM CDT) A deadly year for California's Kern River got even deadlier over the weekend when authorities pulled two more bodies from the water. The Los Angeles Times reports that eight people have died along the river nicknamed the  Killer Kern  since March, though one of those fatalities was a heart attack. At least two others remain missing. One of those pulled from the river Saturday has been identified as Michael Ramirez, a 27-year-old Orange County rapper who disappeared while swimming on June 22. Also Saturday, a 22-year-old Los Angeles man drowned after being warned about the dangers. Bureau of Land Management and Forest Service officials say they warned him and his cousins about jumping from rocks into the river that morning, Bakersfield.com reports. The warning apparently went unheeded, however, and he was dragged into the main current and underneath the surface. His body was found by a nearby campground. Authorities say the rise in drownings on the 165-mile river is likely due to visitors being unused to such high waters and fast currents, the Times reports. Last winter was one of the wettest on record and followed five years of drought. Snow melting on the Sierra Nevada has caused the Kern to swell with cold, fast-moving water. In 2011, the last big-water year in California, three people drowned in the Kern on the Fourth of July, and authorities are warning people to keep away this year.",'Killer' Kern River Claims ____th Drowning Victim This Year,"Subtract(Trans(eight),Trans(one))",7,The news was published on 2nd July in the year of 2017.,"To derive the answer, we need to analyze the information provided in the news article. The article states that eight people have died along the Kern River since March, with one of those fatalities being a heart attack. It also mentions that at least two others remain missing. Since the news was published on July 2nd, we can assume that the information is up to date until that date. Therefore, we can subtract the known fatalities (8) and the heart attack case (1) from the total number of deaths mentioned in the article. This gives us 8 - 1 = 7. So the answer is 7.","The news was published on 2nd July in the year of 2017. News: A deadly year for California's Kern River got even deadlier over the weekend when authorities pulled two more bodies from the water. The Los Angeles Times reports that eight people have died along the river nicknamed the  Killer Kern  since March, though one of those fatalities was a heart attack. At least two others remain missing. One of those pulled from the river Saturday has been identified as Michael Ramirez, a 27-year-old Orange County rapper who disappeared while swimming on June 22. Also Saturday, a 22-year-old Los Angeles man drowned after being warned about the dangers. Bureau of Land Management and Forest Service officials say they warned him and his cousins about jumping from rocks into the river that morning, Bakersfield.com reports. The warning apparently went unheeded, however, and he was dragged into the main current and underneath the surface. His body was found by a nearby campground. Authorities say the rise in drownings on the 165-mile river is likely due to visitors being unused to such high waters and fast currents, the Times reports. Last winter was one of the wettest on record and followed five years of drought. Snow melting on the Sierra Nevada has caused the Kern to swell with cold, fast-moving water. In 2011, the last big-water year in California, three people drowned in the Kern on the Fourth of July, and authorities are warning people to keep away this year. Fill in the blank: 'Killer' Kern River Claims ____th Drowning Victim This Year"
"(Jul 11, 2017  9:29 AM CDT) Kermit the Frog is getting a new voice, reports the AP. ABC News and the Hollywood Reporter report that Steve Whitmire has left his role as the voice behind the iconic Muppet. Whitmire has voiced the character since Muppets creator Jim Henson's death in 1990. Per ABC, Whitmire's first IMDb credit was for 1979's The Muppet Movie, and most recently, he lent his voice to Kermit, Beaker, and other Muppets characters in the ABC series The Muppets. Whitmire always said he didn't want his Kermit to be a carbon copy of Henson's, but a natural evolution.  If you play my voice next to Jim's voice, they're not the same,  he said in a past interview, per ABC.  The No. 1 goal in trying to continue a character like Kermit was to make sure that the character stayed ... consistent, but didn't become stale.  A Muppets Studio spokeswoman tells the outlets that longtime Muppets performer Matt Vogel will be taking over the role. Vogel also has a long career in voice work, with IMDb noting he's been in nearly 60 Sesame Street episodes since the late '80s and also worked on The Muppets series. In addition to Kermit, Whitmire had voiced grumpy critic Statler, Rizzo the Rat, and other Muppets. Representatives for Disney, which owns Muppets Studio, didn't immediately return a request for comment Tuesday about the motivation behind the move.",Kermit the Frog Says Goodbye to His ____nd Longtime Voice,"Add(Span(Whitmire has voiced the character since Muppets creator Jim Henson's death in 1990),Span(Kermit the Frog is getting a new voice))",2,The news was published on 11th July in the year of 2017.,"To derive the answer to the fill-in-the-blank question, we need to analyze the relevant sentences in the news article. The article states that Steve Whitmire has left his role as the voice behind Kermit the Frog, a character he has voiced since Jim Henson's death in 1990. It further mentions that Matt Vogel, a longtime Muppets performer, will be taking over the role. From this information, we can infer that Kermit the Frog is saying goodbye to his ""longtime"" voice, indicating that Whitmire had been the voice of Kermit for a significant period of time. Therefore, the missing word in the fill-in-the-blank question is ""2nd,"" as it suggests that Whitmire was the second person to voice Kermit the Frog. So the answer is 2.","The news was published on 11th July in the year of 2017. News: Kermit the Frog is getting a new voice, reports the AP. ABC News and the Hollywood Reporter report that Steve Whitmire has left his role as the voice behind the iconic Muppet. Whitmire has voiced the character since Muppets creator Jim Henson's death in 1990. Per ABC, Whitmire's first IMDb credit was for 1979's The Muppet Movie, and most recently, he lent his voice to Kermit, Beaker, and other Muppets characters in the ABC series The Muppets. Whitmire always said he didn't want his Kermit to be a carbon copy of Henson's, but a natural evolution.  If you play my voice next to Jim's voice, they're not the same,  he said in a past interview, per ABC.  The No. 1 goal in trying to continue a character like Kermit was to make sure that the character stayed ... consistent, but didn't become stale.  A Muppets Studio spokeswoman tells the outlets that longtime Muppets performer Matt Vogel will be taking over the role. Vogel also has a long career in voice work, with IMDb noting he's been in nearly 60 Sesame Street episodes since the late '80s and also worked on The Muppets series. In addition to Kermit, Whitmire had voiced grumpy critic Statler, Rizzo the Rat, and other Muppets. Representatives for Disney, which owns Muppets Studio, didn't immediately return a request for comment Tuesday about the motivation behind the move. Fill in the blank: Kermit the Frog Says Goodbye to His ____nd Longtime Voice"
"(Feb 21, 2017  2:12 AM) An Australian pilot and four American tourists on a golfing vacation were killed when a light plane crashed in flames into a shopping mall on Tuesday shortly after takeoff in Melbourne, police say. The five were on a twin-engine Beechcraft Super King Air that crashed about 45 minutes before the Direct Factory Outlets mall in suburban Essendon was to open, a police minister says. The US Embassy in Canberra confirmed that four victims were US citizens, the AP reports. Texans Greg Reynolds De Haven and Russell Munsch have been identified by their families on social media as two of the victims. The plane had taken off from Melbourne's second-biggest airport at Essendon for a golfing trip to King Island, 160 miles to the south, officials say. The mall adjoins the airport. Police Assistant Commissioner Stephen Leane says no one outside the plane was injured.  Looking at the fireball, it is incredibly lucky that no one was at the back of those stores or in the car park of the stores, that no one was even hurt,  Leane says. The pilot, identified as Max Quartermain, owner of the charter company Corporate and Leisure Travel, reported a  catastrophic engine failure  moments before the plane crashed into a storage area at the rear of the mall, police say.",____ Killed as Plane Crashes Into Mall,"Add(Span(An Australian pilot),Trans(four))",5,The news was published on 21st February in the year of 2017.,"The relevant sentences in the news article are: ""An Australian pilot and four American tourists on a golfing vacation were killed when a light plane crashed in flames into a shopping mall"" and ""The five were on a twin-engine Beechcraft Super King Air that crashed about 45 minutes before the Direct Factory Outlets mall in suburban Essendon was to open, a police minister says."" 

To derive the answer, we can follow these numerical reasoning steps:
1. Identify the number of people mentioned in the news article who were killed in the plane crash.
2. From the relevant sentences, we can see that the Australian pilot and four American tourists were killed.
3. Therefore, the total number of people killed in the plane crash is 1 (pilot) + 4 (American tourists) = 5.

So the answer is 5.","The news was published on 21st February in the year of 2017. News: An Australian pilot and four American tourists on a golfing vacation were killed when a light plane crashed in flames into a shopping mall on Tuesday shortly after takeoff in Melbourne, police say. The five were on a twin-engine Beechcraft Super King Air that crashed about 45 minutes before the Direct Factory Outlets mall in suburban Essendon was to open, a police minister says. The US Embassy in Canberra confirmed that four victims were US citizens, the AP reports. Texans Greg Reynolds De Haven and Russell Munsch have been identified by their families on social media as two of the victims. The plane had taken off from Melbourne's second-biggest airport at Essendon for a golfing trip to King Island, 160 miles to the south, officials say. The mall adjoins the airport. Police Assistant Commissioner Stephen Leane says no one outside the plane was injured.  Looking at the fireball, it is incredibly lucky that no one was at the back of those stores or in the car park of the stores, that no one was even hurt,  Leane says. The pilot, identified as Max Quartermain, owner of the charter company Corporate and Leisure Travel, reported a  catastrophic engine failure  moments before the plane crashed into a storage area at the rear of the mall, police say. Fill in the blank: ____ Killed as Plane Crashes Into Mall"
"(May 13, 2017  1:27 PM CDT) Scientists have discovered 467 million hectares of unreported forest—about three-fifths the size of Australia—scattered around the globe, the Conversation reports. The discovery increases the known global forest cover by about 9%. The study—published Friday in Science—focused on  drylands,  areas that lose more water through evaporation and plant transpiration than they receive in precipitation. Trees in drylands aren't very dense, which can make it difficult to measure possible forest cover. According to a press release, old estimates of dryland forests were off due to a number of factors, including low image resolution from satellites and the methods of mapping used. The new study used high-resolution images of more than 210,000 dryland sites from Google Earth Engine and combined them with observations on the ground. Researchers found between 40% to 47% more forest cover in the world's drylands than previously reported. New forests were found on all continents—besides Antarctica. ABC reports the research, led by the Food and Agriculture Organization of the United Nations, gives a new tool in the fight against climate change; it boosts estimates of the amount of carbon stored in plants globally. (New database gives tree scientists an important first.)",Newly Discovered Forests Could Cover ____% of Australia,"Multiply(Divide(3,5),100)",60,The news was published on 13th May in the year of 2017.,"The relevant sentence in the news article states that the newly discovered forests are about three-fifths the size of Australia. To determine the percentage, we need to find the ratio of the size of the newly discovered forests to the size of Australia and then convert it to a percentage. Since the newly discovered forests are three-fifths the size of Australia, we can express this as a fraction: 3/5. To convert this fraction to a percentage, we multiply it by 100. So, (3/5) * 100 = 60. Therefore, the newly discovered forests could cover 60% of Australia. So the answer is 60.","The news was published on 13th May in the year of 2017. News: Scientists have discovered 467 million hectares of unreported forest—about three-fifths the size of Australia—scattered around the globe, the Conversation reports. The discovery increases the known global forest cover by about 9%. The study—published Friday in Science—focused on  drylands,  areas that lose more water through evaporation and plant transpiration than they receive in precipitation. Trees in drylands aren't very dense, which can make it difficult to measure possible forest cover. According to a press release, old estimates of dryland forests were off due to a number of factors, including low image resolution from satellites and the methods of mapping used. The new study used high-resolution images of more than 210,000 dryland sites from Google Earth Engine and combined them with observations on the ground. Researchers found between 40% to 47% more forest cover in the world's drylands than previously reported. New forests were found on all continents—besides Antarctica. ABC reports the research, led by the Food and Agriculture Organization of the United Nations, gives a new tool in the fight against climate change; it boosts estimates of the amount of carbon stored in plants globally. The news was published on 13th May in the year of 2017. News: Fill in the blank: Newly Discovered Forests Could Cover ____% of Australia"
"(Dec 21, 2017  12:15 AM) A 5-year-old boy who was struck in the face last year by a stray bullet fired during a drive-by shooting accidentally shot himself in the hand this week with a gun his father had obtained illegally, Chicago police say. Kavan Collins found the loaded, uncased gun under a mattress in an upstairs bedroom and shot himself in the finger Tuesday evening. The boy's father, Kevin Collins, was arrested late Wednesday on several felony gun charges and six misdemeanor counts of child endangerment, the AP reports. Police said the 25-year-old convicted felon's gun had a defaced serial number—which is commonly done to illegal guns to make them more difficult to trace.",Chicago Boy Shot in ____ Shoots Himself in Hand,"Subtract(2017,Span(last year))",2016,The news was published on 21st December in the year of 2017.,"The relevant sentences in the news article are: ""The news was published on 21st December in the year of 2017"" and ""A 5-year-old boy who was struck in the face last year by a stray bullet fired during a drive-by shooting accidentally shot himself in the hand this week."" 

To derive the answer, we need to determine the year in which the boy was struck in the face. Since the news article was published in 2017 and it states that the boy was struck last year, we can subtract 1 from 2017 to find the year of the incident. Therefore, the incident occurred in 2016. 

So the answer is 2016.","The news was published on 21st December in the year of 2017. News: A 5-year-old boy who was struck in the face last year by a stray bullet fired during a drive-by shooting accidentally shot himself in the hand this week with a gun his father had obtained illegally, Chicago police say. Kavan Collins found the loaded, uncased gun under a mattress in an upstairs bedroom and shot himself in the finger Tuesday evening. The boy's father, Kevin Collins, was arrested late Wednesday on several felony gun charges and six misdemeanor counts of child endangerment, the AP reports. Police said the 25-year-old convicted felon's gun had a defaced serial number—which is commonly done to illegal guns to make them more difficult to trace. Fill in the blank: Chicago Boy Shot in ____ Shoots Himself in Hand"
